temperature_c,pressure_psi,speed_rpm,quality_score
154.96714153011231,56.99677718293001,966.2410862512809,92.36626091169454
148.61735698828815,54.62316841456384,992.7740664642241,96.42642102049459
156.47688538100692,50.29815184960087,960.3790039500019,95.57408579238447
165.23029856408024,46.76531611147213,984.601923518048,85.13756716407808
147.65846625276663,53.49111656806795,905.3192666523107,89.95349036618951
147.6586304305082,51.96742692710875,1010.6646853686469,95.28375663093229
165.79212815507393,54.47596610013866,1000.0602737681112,81.3456720248442
157.6743472915291,53.175859008409844,959.1455684465905,91.77976760485876
145.30525614065047,55.247763576596675,1032.9622834216202,95.69473567504404
155.42560043585965,47.32382394219716,1046.878506881328,95.01096893392719
145.36582307187538,56.58697032817163,919.6220067815512,87.39016360493706
145.34270246429742,50.987998023462,961.8637610716893,96.76525232522796
152.41962271566035,60.37630436312632,961.5428825106351,91.53336047939177
130.86719755342202,46.55406090955216,953.0048449445568,50.0
132.75082167486968,58.67981901582625,1041.4737420965873,57.11066243875476
144.37712470759027,50.98955391731324,990.3086930613598,96.17200804346444
139.87168879665577,46.74290998192776,986.7742579344695,81.17065356024735
153.14247332595275,47.580570829728394,899.8068817796623,83.58187854248771
140.91975924478788,48.3982634590284,1031.7709015104613,85.47266692961686
135.87696298664707,52.12082973200958,938.0370802573264,71.20603295898215
164.65648768921554,52.6141774401775,1002.9966315133164,86.2425971959057
147.74223699513465,47.131499980307105,1013.8688468979096,96.32021316087335
150.67528204687923,49.87822703869509,1068.0329297919325,94.3102607553262
135.75251813786542,60.71135179305932,934.5589800440443,66.91169000716867
144.55617275474816,58.637715850503554,849.0243922089587,65.00909087636782
151.10922589709867,52.18161834837016,1009.1924772376848,98.9892978655684
138.49006422577696,50.190017390841,1090.0255590755428,73.99160643926594
153.75698018345673,50.600156633591304,1061.947317646972,96.74427560652622
143.99361310081196,53.06758986365208,1010.4829707637313,92.24652442742217
147.08306250206724,44.886037174007974,975.4181907183977,95.17796216811627
143.98293387770602,48.71311731288328,1040.3561298318655,86.70590153601253
168.52278184508938,41.65707963061205,951.3226900147765,64.64928262645701
149.86502775262065,51.9961156130264,1023.8178884678109,99.8343026486101
139.42289071044098,53.2359796985137,1025.2735079583313,81.32831365821136
158.2254491210319,47.58406768850313,1053.010495374944,92.84880446959015
137.79156350028978,57.869933816450164,1137.983001945554,59.306669866948624
152.08863595004755,43.8711716849883,1019.6207983589384,96.38813057963263
130.40329876120225,42.6781255989509,974.551818714625,50.0
136.7181395110157,51.12225909279986,998.7212843904002,74.71862639105396
151.96861235869125,55.23549151306077,911.5462047555441,90.86563561119658
157.3846657999541,58.419638457289345,965.2643434455471,94.36185218334566
151.7136828118997,47.7055786856553,979.5358780943448,99.34430729352675
148.8435171761176,55.393404167156476,973.7955801032704,96.17882744820214
146.98896304410712,49.80745765249647,1007.6177436016861,97.80824579113867
135.21478009632574,49.1368635002959,958.87900338089,71.39035861602764
142.8015579160529,54.41829968743336,1056.0515333662236,83.71297073531191
145.39361229040213,53.261614392067095,1000.0103532459099,97.69796718284925
160.57122226218917,42.11803921507875,999.5349839430693,88.036227806676
153.43618289568462,57.38270174862948,983.6052641743541,98.33898629210414
132.36959844637266,56.90045677073726,1007.759534192949,62.058247455566494
153.24083969394795,46.87218649245235,1041.2549132333818,94.54877420738289
146.14917719583684,51.979017667187044,956.643489214455,93.23019443944305
143.2307799969404,52.47015093141369,967.0941755462371,90.54212019100387
156.1167628884087,51.303368829119535,984.8136985611668,96.50249390609805
160.30999522495952,47.2484742307729,932.7064538263393,91.33215245130326
159.31280119116198,46.641883160309746,959.0371070139252,90.3111319649922
141.60782476777362,49.87222964504277,976.188956322767,87.45861673562122
146.90787624148786,55.86364509629682,1043.7194590356364,94.72166234650027
153.31263431403565,52.71800077297216,1013.1280664500963,97.10347760209464
159.7554512712236,48.14692833956947,1009.6794955683772,92.6932426050193
145.2082576215471,53.85849355324172,1042.5448981083987,93.80351244422278
148.14341023336183,35.75728689684962,993.1314105800302,86.18275807055342
138.9366502599397,55.74382850186052,1019.5232424964445,81.24176319875859
138.0379337591933,41.301431106109504,994.8389123533752,74.71765764866267
158.12525822394198,48.18779529298434,1013.2681174699815,92.6477128437363
163.56240028570824,44.40165052686928,970.8620671194209,84.24834646495253
149.27989878419666,43.52659262139547,878.0591420861786,85.10780735978518
160.03532897892023,55.8041339368926,993.2860418906848,92.38108970394555
153.61636025047633,47.661493993440544,1071.137406804997,94.5714544238318
143.54880245394875,51.73251940865358,1046.3107701120796,92.07165485141887
153.61395605508415,49.76539710560408,1048.2698742295586,94.79466061865237
165.38036566465968,52.385204136115604,1061.8065360903108,81.58562335584037
149.64173960890048,50.38410945530128,1004.4328795480719,99.80990190638255
165.64643655814007,43.58503887905715,1009.8657853702798,81.79477458241692
123.80254895910255,54.9813340972357,969.1174052282825,50.0
158.21902504375223,47.531217084193436,984.1963571986475,98.91711872399159
150.87047068238172,42.21709050670125,1030.788557488557,96.6178171095336
147.00992649534132,47.85942419517044,1060.1942218584409,94.49949164907783
150.91760776535503,57.503798953171554,993.02768621595,98.1873084130773
130.12431085399106,54.251108710567465,977.4905367574294,50.61320387470475
147.80328112162488,48.2567393279607,1000.0263979428298,100.0
153.57112571511746,48.25371147840786,1030.0603374464558,98.75314721883952
