temperature_c,pressure_psi,speed_rpm,viscosity_pas,hours_since_maintenance,cycle_time_s,quality_score
154.96714153011231,56.99677718293001,966.2410862512809,11.184384884245219,242.50899376202062,29.54964914623858,90.25504688288108
148.61735698828815,54.62316841456384,992.7740664642241,13.279229978440997,42.70151508136083,26.20798149615791,95.47763738439318
156.47688538100692,50.29815184960087,960.3790039500019,14.172788933156712,486.2306950139511,31.458554374685818,97.38599506101765
165.23029856408024,46.76531611147213,984.601923518048,18.77537531468038,259.00521568804896,24.15188473403273,71.9850524467108
147.65846625276663,53.49111656806795,905.3192666523107,16.113106249067517,307.0931221595057,23.8489276281474,82.75833138130763
147.6586304305082,51.96742692710875,1010.6646853686469,12.329036861800217,118.30489135375366,32.2175414841047,93.55438337586983
165.79212815507393,54.47596610013866,1000.0602737681112,15.972072578835274,241.7490425534019,31.52106081640607,78.12622655013084
157.6743472915291,53.175859008409844,959.1455684465905,11.90539202212327,214.57474597916092,29.82781390477789,90.3338762603462
145.30525614065047,55.247763576596675,1032.9622834216202,17.165382107774146,37.44792100099187,25.813654485734784,89.643512580786
155.42560043585965,47.32382394219716,1046.878506881328,14.057750696364243,53.08017677373361,27.876267177977773,98.43162267425241
145.36582307187538,56.58697032817163,919.6220067815512,14.812727622521658,418.73625980938726,29.211759756940488,85.67529685393907
145.34270246429742,50.987998023462,961.8637610716893,17.651593295084382,119.90997610329512,25.21231809427766,89.48967336036368
152.41962271566035,60.37630436312632,961.5428825106351,12.425672862831501,97.47913574931528,27.782914025930303,86.70749332370511
130.86719755342202,46.55406090955216,953.0048449445568,12.205763629774017,252.45572562506962,31.95699101453004,46.9524942925173
132.75082167486968,58.67981901582625,1041.4737420965873,13.83280134730799,384.3735656812565,34.28191609286765,57.734229481839265
144.37712470759027,50.98955391731324,990.3086930613598,17.076757702038634,30.97325928949396,28.741695742024348,92.30327694409213
139.87168879665577,46.74290998192776,986.7742579344695,11.961307849046316,288.4039598191279,32.26946506294829,81.16996409226927
153.14247332595275,47.580570829728394,899.8068817796623,9.335688803778861,59.60522142028668,24.257819788237597,81.81987470444838
140.91975924478788,48.3982634590284,1031.7709015104613,14.097682283182003,18.23052541280923,31.978353723340835,86.07638342613633
135.87696298664707,52.12082973200958,938.0370802573264,16.10348159982184,26.371976081108695,27.588154755817555,67.3299542581953
164.65648768921554,52.6141774401775,1002.9966315133164,17.400523499477657,417.0820541042207,30.92203685012391,73.56311068221254
147.74223699513465,47.131499980307105,1013.8688468979096,14.073677275829201,58.986241814030784,29.25674274528087,97.79814199158945
150.67528204687923,49.87822703869509,1068.0329297919325,14.177146785767995,22.575682206145974,33.9612420293515,91.57328381790516
135.75251813786542,60.71135179305932,934.5589800440443,17.307801468511496,218.94994357145615,27.376693054980244,61.01332655032635
144.55617275474816,58.637715850503554,849.0243922089587,11.260516600609158,421.9967359710124,31.882818892685492,58.877718319740524
151.10922589709867,52.18161834837016,1009.1924772376848,14.222958449633982,131.20418824465096,29.1614776101104,97.73275175851386
138.49006422577696,50.190017390841,1090.0255590755428,15.380847779850116,210.85630876295818,29.52508356597101,71.51807011337392
153.75698018345673,50.600156633591304,1061.947317646972,15.898437442570069,19.961266281875613,29.44843832052237,95.9915526669568
143.99361310081196,53.06758986365208,1010.4829707637313,13.980386613618235,224.53925706743794,27.46298068651766,87.9395318771887
147.08306250206724,44.886037174007974,975.4181907183977,15.068882023411682,288.8065403185668,29.957703102279986,94.61370878965607
143.98293387770602,48.71311731288328,1040.3561298318655,10.023345293174021,285.4535268760724,29.812055333634536,82.6772806706577
168.52278184508938,41.65707963061205,951.3226900147765,13.683503175332303,166.21334608718257,30.723720745220188,60.55569711976815
149.86502775262065,51.9961156130264,1023.8178884678109,15.907017425108934,157.76659033156776,30.253515437078587,96.9606093506846
139.42289071044098,53.2359796985137,1025.2735079583313,13.035411931490641,53.31180946829895,32.39398364883671,81.48349722321502
158.2254491210319,47.58406768850313,1053.010495374944,15.117968443179194,183.3991603231342,32.77052584814211,90.44765863128356
137.79156350028978,57.869933816450164,1137.983001945554,15.893745001605396,49.747334436482326,26.848130034516597,59.48653187483801
152.08863595004755,43.8711716849883,1019.6207983589384,14.31490159828447,383.2979723560258,32.60631750177231,91.99419052830508
130.40329876120225,42.6781255989509,974.551818714625,15.340927541993143,483.13714887409293,26.440990718670438,42.887448190420685
136.7181395110157,51.12225909279986,998.7212843904002,13.074534869430776,485.0372283333534,31.763567664413205,68.53485019131948
151.96861235869125,55.23549151306077,911.5462047555441,14.586777440607907,432.5355496876969,31.859216354108607,88.2147905576309
