temperature_c,pressure_psi,speed_rpm
147.08306250206724,44.88603717400797,975.4181907183976
150.47398671316415,42.026484663666025,985.2455042881048
146.9045356068601,59.69464499529143,1071.5683390915592
145.6744181218038,45.98410524659828,1000.168775329858
165.50500492814078,44.28136896339669,1095.2068294786504
147.3012506470663,53.09577130502599,969.6649852617352
154.12780926936497,62.19876203169636,949.2452904086066
145.53566385449471,49.15928090707605,1004.9033769769472
155.38910043684658,60.03046444079561,1040.6602593373989
145.54497478599228,50.84327335983364,997.3797774711264
163.56240028570824,44.40165052686928,970.8620671194208
163.07142754282427,56.878534066558096,1002.5443850928008
134.76813095216227,45.403077042067885,1012.612019821334
144.77139972846732,57.05466189873136,996.8997995316984
150.59218434014488,48.52299294930485,1042.7262613533308
141.02745628514168,56.09380925848659,996.4200374070966
142.87154217322836,56.484972732805545,1023.1603146049562
154.04981710960956,42.22052176898186,1046.082505596223
157.4625356602722,44.36616265545097,943.496533047982
129.18070592116277,49.33683126808713,982.4292882143134
151.17327383308782,45.50766009104481,1155.495927800268
160.29155637325644,53.99970950971025,1099.353055584972
131.10459269054468,48.05740773455557,1005.287689563574
132.36959844637266,56.90045677073726,1007.759534192949
148.32881919683146,48.70601968666449,895.7943530250706
156.47688538100692,50.29815184960087,960.379003950002
125.28355499872713,46.988939698191096,1121.335824317276
153.10907565598004,44.1494348697032,1052.9968192023312
151.91099068019903,49.46348927997886,924.141315166416
141.39586634716048,52.568000532848586,1048.7908359672354
145.28961694381678,54.74777067720662,892.3328540064377
139.98379990105084,51.75724103770792,952.4040769988882
140.44459559399576,48.13583423954117,1085.9688953103648
127.88864690992116,49.82179258851258,944.4016487112918
139.42289071044098,53.2359796985137,1025.2735079583313
168.52278184508938,41.65707963061205,951.3226900147764
152.16458589581976,43.15098510210461,1039.5312799581384
157.09003757588513,53.22607792975028,947.1721178619872
152.14093744130204,46.99316178024393,1101.2154811643427
143.2283828848789,57.45363068424976,982.1485399596696
165.23029856408024,46.76531611147213,984.601923518048
136.2233063204291,50.244300351628524,952.1781811590996
144.23228669431668,49.5865965707865,993.727286999855
150.29756139495746,50.106558243359714,1015.0553669595872
162.77664895788425,50.14090578684564,1030.3361529568092
149.25554084233832,59.570156769333934,1030.1593715541171
138.16741487334224,51.53703348904551,1028.23029629468
147.00992649534132,47.85942419517044,1060.1942218584409
141.91506397106812,51.90967726115777,972.4731575254208
148.48214904964416,40.81897313448352,1039.1695254641295
164.77894044741515,48.39182474391309,927.8072591933228
129.5826513157571,53.77145664906787,1030.105916019624
133.39039066484008,56.702252230115725,1009.0713310056984
