temperature_c,pressure_psi,speed_rpm,viscosity_pas,hours_since_maintenance,cycle_time_s
147.08306250206724,44.88603717400797,975.4181907183976,15.068882023411682,288.8065403185668,29.957703102279982
150.47398671316415,42.026484663666025,985.2455042881048,18.188884783498395,445.4160741448168,24.759312925963336
146.9045356068601,59.69464499529143,1071.5683390915592,14.369826537611782,33.642306460757275,28.846629363068725
145.6744181218038,45.98410524659828,1000.168775329858,15.246156403312362,45.67662136177791,31.12636757288176
165.50500492814078,44.28136896339669,1095.2068294786504,17.475307515023996,110.23524049968492,27.778529681003526
147.3012506470663,53.09577130502599,969.6649852617352,13.05324232394593,28.10695272993924,27.901756379630136
154.12780926936497,62.19876203169636,949.2452904086066,11.49634238649656,330.6713394723622,31.50927110587124
145.53566385449471,49.15928090707605,1004.9033769769472,16.899189142728975,6.640601729290041,32.570212264411374
155.38910043684658,60.03046444079561,1040.6602593373989,18.87030808012046,362.6631953679391,32.73125549905671
145.54497478599228,50.84327335983364,997.3797774711264,13.659769599091534,457.4210749258273,31.17109858318613
163.56240028570824,44.40165052686928,970.8620671194208,15.643186422678475,39.85753659364249,29.57542273989916
163.07142754282427,56.878534066558096,1002.5443850928008,10.74554515929701,378.09611705339023,31.63017248361543
134.76813095216227,45.403077042067885,1012.612019821334,14.327226109177728,382.574424930632,24.28516663796808
144.77139972846732,57.05466189873136,996.8997995316984,15.975120594173438,266.5276450473556,24.66180320847834
150.59218434014488,48.52299294930485,1042.7262613533308,15.728280592109323,48.8050190544958,25.779169798460494
141.02745628514168,56.09380925848659,996.4200374070966,11.908540426618533,123.81582153571937,27.94909715314084
142.87154217322836,56.484972732805545,1023.1603146049562,17.385470330832828,314.36700752999644,26.89107225787869
154.04981710960956,42.22052176898186,1046.082505596223,11.284197097203425,139.5041451738983,27.561529228990302
157.4625356602722,44.36616265545097,943.496533047982,12.186369981004924,287.89623556115487,29.34852357858943
129.18070592116277,49.33683126808713,982.4292882143134,15.848133723036902,326.1405564092231,30.496210980899114
151.17327383308782,45.50766009104481,1155.495927800268,17.12274192974627,171.03471732877767,30.204216807745865
160.29155637325644,53.99970950971025,1099.353055584972,16.586351376437356,171.11276238945229,29.462246923929264
131.10459269054468,48.05740773455557,1005.287689563574,15.38315479238818,253.06992634732217,25.12985241017627
132.36959844637266,56.90045677073726,1007.759534192949,17.394493847290455,462.32089556431833,29.57505424196962
148.32881919683146,48.70601968666449,895.7943530250706,17.786909055048863,468.2466656551129,30.20511469790297
156.47688538100692,50.29815184960087,960.379003950002,14.172788933156712,486.2306950139511,31.458554374685814
125.28355499872713,46.988939698191096,1121.335824317276,17.752992900039075,438.560233831144,28.958440514663213
153.10907565598004,44.1494348697032,1052.9968192023312,13.961207256347748,487.4521364051175,32.723886940881144
151.91099068019903,49.46348927997886,924.141315166416,18.2295575814197,24.930073199582125,29.685096877309128
141.39586634716048,52.568000532848586,1048.7908359672354,16.357893975524465,224.51888018498084,28.383717487961714
145.28961694381678,54.74777067720662,892.3328540064377,13.07058914849857,176.7365960303603,27.922947677298616
139.98379990105084,51.75724103770792,952.4040769988882,10.869833907487358,243.24138286621144,24.758334999104235
140.44459559399576,48.13583423954117,1085.9688953103648,9.793725824345405,305.18802989084605,32.350076131572095
127.88864690992116,49.82179258851258,944.4016487112918,15.573911708603417,367.614259050798,34.766820985332245
139.42289071044098,53.2359796985137,1025.2735079583313,13.03541193149064,53.31180946829895,32.39398364883671
168.52278184508938,41.65707963061205,951.3226900147764,13.683503175332303,166.21334608718257,30.723720745220188
152.16458589581976,43.15098510210461,1039.5312799581384,10.948384253777244,446.65224689406136,26.29646400473281
157.09003757588513,53.22607792975028,947.1721178619872,16.537679351937793,117.84126728794249,29.005705886155493
152.14093744130204,46.99316178024393,1101.2154811643427,19.563303673077684,485.9226506627424,29.33687260938885
143.2283828848789,57.45363068424976,982.1485399596696,16.148142441788004,447.7778704369425,29.957188941151838
165.23029856408024,46.76531611147213,984.601923518048,18.77537531468038,259.00521568804896,24.15188473403273
136.2233063204291,50.244300351628524,952.1781811590996,13.095367238522408,83.09249980487459,32.424108568206215
144.23228669431668,49.5865965707865,993.727286999855,15.869540129113782,213.4473639116513,27.723087903289965
150.29756139495746,50.106558243359714,1015.0553669595872,12.968242346020045,118.36023792691648,31.147960654432477
162.77664895788425,50.14090578684564,1030.3361529568092,16.064012397643886,404.9893718417362,33.08630697427044
149.25554084233832,59.570156769333934,1030.1593715541171,11.260367320935671,414.7829157141843,28.88019526217606
138.16741487334224,51.53703348904551,1028.23029629468,15.933090622900254,116.42927843804712,38.806973706983335
147.00992649534132,47.85942419517044,1060.1942218584409,16.10608017170472,65.64398600241212,34.08034770054094
141.91506397106812,51.90967726115777,972.4731575254208,14.628308495614505,92.02238602510675,27.95585929479128
148.48214904964416,40.81897313448352,1039.1695254641295,14.3397598120671,426.658593333293,27.01923145321789
164.77894044741515,48.39182474391309,927.8072591933228,11.065860592825697,338.19918445500304,25.9797837866282
129.5826513157571,53.77145664906787,1030.105916019624,14.05747251859496,286.3862548685545,31.7734083537718
133.39039066484008,56.702252230115725,1009.0713310056984,17.606556074632127,259.00767445425987,31.173383630798178
163.82158991037528,49.55818520397332,1025.4134319837294,14.213894485877198,453.8806218250893,26.19558958507406
148.85460154747383,56.00206953972213,1010.3633664699472,19.542899490845592,343.61717173034145,31.668066290526877
170.9238727568546,52.43250821913101,1083.7246216673768,15.515951962442362,186.02178390610368,28.231642800183845
157.51387123371788,59.27046283167094,957.4296782869844,10.566362321291871,262.6591322253607,30.56542728305431
